StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,CouldLearn_1,CouldLearn_2,CouldLearn_3,Confidence_NC,Confidence_MS,Confidence_CV,Slope,turkid,condid,Q_DataPolicyViolations
9/12/2025 21:35,9/12/2025 21:35,0,100,20,1,9/12/2025 21:35,R_3ZEX5ZFeluuixS9,anonymous,EN,-2,-2,-2,3,2,4,1,D428923385414855AC4E5E237B10EE21,1,NA
9/12/2025 21:35,9/12/2025 21:35,0,100,39,1,9/12/2025 21:35,R_3rwt3Ods1zUKQdo,anonymous,EN,-1,0,1,4,4,4,2,22A865110E5243A0B9AAA174D59769DC,0,NA
9/12/2025 21:35,9/12/2025 21:35,0,100,30,1,9/12/2025 21:35,R_3aPpIiwwv1iVPMu,anonymous,EN,-1,-1,-1,3,3,4,1,590A47C47ED940A98BA1F8060E97A091,1,NA
9/12/2025 21:35,9/12/2025 21:35,0,100,43,1,9/12/2025 21:35,R_3uwjNe1mpBLNQdF,anonymous,EN,1,1,1,4,4,3,1,125401DDCC574D189844112995090F0B,1,NA
9/12/2025 21:34,9/12/2025 21:35,0,100,69,1,9/12/2025 21:35,R_34xVF20Hxmmog2R,anonymous,EN,-2,1,-2,1,1,1,2,045101053B24453A93034E30C29178C2,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,45,1,9/12/2025 21:36,R_59iwniHwjVHb8Ng,anonymous,EN,-1,-1,-1,3,3,3,2,0F56DBF6A6F34D1FB4B734C1730C583C,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,43,1,9/12/2025 21:36,R_1BxCX9s2iFMhC4F,anonymous,EN,0,0,-1,4,2,3,2,44FFB8F0481344DBACD4C9619DEF7E26,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,27,1,9/12/2025 21:36,R_37DxUpGholO55oV,anonymous,EN,-2,-2,-2,4,3,3,1,51DA8E3B21E4400596089FC36D816552,1,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,42,1,9/12/2025 21:36,R_6R27dkxnIJV5Hrj,anonymous,EN,-1,0,-1,4,5,3,1,B73C0721B4784A0D83F8B4B0BB2BB4AA,1,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,25,1,9/12/2025 21:36,R_51dOCLyPp0PwrOi,anonymous,EN,1,1,1,4,2,2,1,668703D4C675497BA09AE5588BDC518B,1,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,31,1,9/12/2025 21:36,R_3Y38tTZVxNP5Oh3,anonymous,EN,1,1,1,1,1,5,1,442A496F82B142BD80021310AE144EA7,1,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,39,1,9/12/2025 21:36,R_51vIyFpLM6PZ22D,anonymous,EN,1,1,1,4,4,4,2,99B95E911AF94BC68EC1D03619059EF4,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,29,1,9/12/2025 21:36,R_5oq2uqITDSlmCk1,anonymous,EN,1,-1,1,4,2,2,1,4FF55FA1E9634DCCBB2E561AD23BA661,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,53,1,9/12/2025 21:36,R_71lO8FuUpNkXkA1,anonymous,EN,-1,-2,-2,3,2,3,1,6F772AA7C4374587843E33A4E738E4B9,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,50,1,9/12/2025 21:36,R_3An84DvVhFd8RmV,anonymous,EN,1,0,1,4,4,2,2,EB6C5024F5A349399708FE9274F50847,0,NA
9/12/2025 21:36,9/12/2025 21:36,0,100,21,1,9/12/2025 21:36,R_72xV5RNszFzzPx8,anonymous,EN,1,1,1,2,4,4,2,14A935C873804DC38902F3900DF28F8E,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,45,1,9/12/2025 21:36,R_6wuh7rhu6v7uv52,anonymous,EN,-1,0,0,4,4,2,1,4B451E03EEB948D8A523EA8982A28687,1,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,44,1,9/12/2025 21:36,R_5OleFtee7sixG2l,anonymous,EN,1,1,1,2,4,2,2,361C5A62F9CB44ACA780437E8678A705,1,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,57,1,9/12/2025 21:36,R_3NPOCKngV2pL65b,anonymous,EN,-2,-2,-2,4,4,3,2,CDC36CA2D2D049C5A90D5B828AE85BA7,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,86,1,9/12/2025 21:36,R_7rJwOOUWhWIgvvz,anonymous,EN,1,-1,-1,5,2,3,2,558C6C2E93914C0EBA625E42F900F002,0,NA
9/12/2025 21:35,9/12/2025 21:36,0,100,53,1,9/12/2025 21:36,R_5qW09EGxUavKTmm,anonymous,EN,1,1,1,5,3,1,1,669DEBEBE0C14C60B6915B6FC3E7C61F,1,NA
9/12/2025 21:36,9/12/2025 21:36,0,100,27,1,9/12/2025 21:36,R_5fCNYeemm08qUdz,anonymous,EN,-1,-1,-1,3,3,3,1,40D9093DEF654A2BAB0F478B4D929E28,1,NA
9/12/2025 21:36,9/12/2025 21:36,0,100,21,1,9/12/2025 21:36,R_7jONhnkEeAJ1tKN,anonymous,EN,1,-1,-1,4,4,3,1,F10BBD77DD6A4D9BBE059E526838676F,0,NA
9/12/2025 21:36,9/12/2025 21:36,0,100,34,1,9/12/2025 21:36,R_5Tni162dbYRSKDh,anonymous,EN,-2,-2,-2,2,2,1,2,DA67FB1DECC44BA5984D9FEDE9D21C4C,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,33,1,9/12/2025 21:37,R_5KGZOc3o433YQHC,anonymous,EN,-1,-1,-1,2,3,4,1,C623B07385854164AC662E5DF9D5C1EE,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,53,1,9/12/2025 21:37,R_7P1RSt0x2uzmaSP,anonymous,EN,-2,-2,-2,1,1,1,2,6624AD9B1C9045258B912C9EA8A8FACC,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,36,1,9/12/2025 21:37,R_5kFE0OuAkO0pfGG,anonymous,EN,1,1,0,4,4,4,2,A6D62DD2DDD44CD69530A536A1813451,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,26,1,9/12/2025 21:37,R_6E2eUyFwfYrenMl,anonymous,EN,0,0,0,2,2,2,1,77870BB55C9245CEA85BCFEC0481DD32,1,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,26,1,9/12/2025 21:37,R_1mxUNTVNf1LNdlI,anonymous,EN,1,1,1,5,5,3,1,1C5CBBB511BA4A83A0323685B6060134,1,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,35,1,9/12/2025 21:37,R_6314LmskKJhMJy1,anonymous,EN,1,-1,-1,5,3,2,1,074A1C2E60F245C0A0873ADBD8F6DF8B,1,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,35,1,9/12/2025 21:37,R_7FLSUrls0Y7Y4CZ,anonymous,EN,-1,0,-1,1,2,2,1,951E8639D9ED45199FD367164FA2D30F,1,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,45,1,9/12/2025 21:37,R_3pWH2FBIAHymuIw,anonymous,EN,1,1,1,4,5,3,1,BA2BCA7CCB1C4030859B5BC1E915D44D,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,63,1,9/12/2025 21:37,R_7feG29I5X7YEwjR,anonymous,EN,1,2,1,5,5,2,2,776E66D986DC46FF84FBD7BEA9BB421F,1,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,34,1,9/12/2025 21:37,R_5oRCkvKgSjcR7sQ,anonymous,EN,1,1,1,4,4,4,2,A481FFCD2695447896261A1C5C7DB288,0,NA
9/12/2025 21:35,9/12/2025 21:37,0,100,103,1,9/12/2025 21:37,R_6LOkhDboG5B5Dcv,anonymous,EN,-2,-2,-2,1,2,2,1,4A4B96E4A0B5496FAF82FD103651405F,1,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,47,1,9/12/2025 21:37,R_6LuqKqQSHQEBDyi,anonymous,EN,-1,-1,-1,4,2,2,1,6B1B6B2C5CD74E39A6DE0FF62580231C,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,26,1,9/12/2025 21:37,R_5LhAGvm1P6xBKz1,anonymous,EN,1,1,-1,2,2,2,2,2ACB97CD18834B69A198619CA30BC130,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,49,1,9/12/2025 21:37,R_7Jb2o3dYK0O2hQB,anonymous,EN,1,1,1,3,4,4,2,51D131577874460C9A2A0A378E420CEB,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,59,1,9/12/2025 21:37,R_6Php2OYCn4E8SaN,anonymous,EN,-1,-1,-1,4,4,2,2,B5AFA623579F4041B8B01EAB45514DD3,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,56,1,9/12/2025 21:37,R_7mecJJnyEMldI0j,anonymous,EN,-1,-1,-2,1,3,2,2,34810F0E23044B79BEACDE559FF65508,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,67,1,9/12/2025 21:37,R_7e2gLBsVTKsDXxs,anonymous,EN,-1,-1,-1,1,3,3,1,0492FC538C4245778A446716617CEBFE,1,NA
9/12/2025 21:37,9/12/2025 21:37,0,100,33,1,9/12/2025 21:37,R_1HTaTifzo30aiqJ,anonymous,EN,-2,-2,-2,1,1,1,1,4680491AF58148D7915636150F84281B,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,49,1,9/12/2025 21:37,R_6PbnVn1jjbe1OF3,anonymous,EN,1,1,1,2,2,4,1,036A56B4228A42F4A2FF1379884E3CBD,1,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,52,1,9/12/2025 21:37,R_52fPTRioqX3QFhv,anonymous,EN,1,1,1,5,2,2,2,0EEE9D2D27304253B6FE6C160035347F,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,80,1,9/12/2025 21:37,R_5FS0HUlmRSxyAQA,anonymous,EN,1,1,1,4,4,3,1,14859321998D497897702AF68E4B0855,0,NA
9/12/2025 21:37,9/12/2025 21:37,0,100,43,1,9/12/2025 21:37,R_3dXUUiPQVhMW669,anonymous,EN,1,1,1,5,4,4,1,ED0B61FE388C4952B905B2775F1F01E6,1,NA
9/12/2025 21:37,9/12/2025 21:37,0,100,23,1,9/12/2025 21:37,R_6j68YyXYQBaDKg9,anonymous,EN,1,1,1,3,4,5,1,53A2F403595A46D3A6CA084FDAC70471,1,NA
9/12/2025 21:37,9/12/2025 21:37,0,100,34,1,9/12/2025 21:37,R_1VqWZphRV7rlJNn,anonymous,EN,-2,-1,-2,2,2,3,2,0E27542814F241DFA2043BD34FE61C24,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,75,1,9/12/2025 21:37,R_6NWbGBJCkLlRT4M,anonymous,EN,-2,-2,-1,1,4,2,2,F6AD0A0496FC4025B887CE4A5E4FDFDB,0,NA
9/12/2025 21:36,9/12/2025 21:37,0,100,59,1,9/12/2025 21:37,R_62zCvVu6ZylwFPY,anonymous,EN,-1,-1,-1,1,2,1,1,352F50BB940746CDBA37845760C42016,1,NA
9/12/2025 21:37,9/12/2025 21:37,0,100,20,1,9/12/2025 21:37,R_1aglPy6tbGtWer2,anonymous,EN,1,0,0,3,2,1,2,A5CC52B218E5404CB2D501A1AE63F95A,0,NA
9/12/2025 21:37,9/12/2025 21:37,0,100,48,1,9/12/2025 21:38,R_7JkpCe5keHgcUc9,anonymous,EN,1,1,1,4,4,3,2,BEFBEA22C7504C30A816607EDD823E2E,1,NA
9/12/2025 21:37,9/12/2025 21:37,0,100,43,1,9/12/2025 21:38,R_6IgSX4rCql7Y1tg,anonymous,EN,1,0,1,5,3,2,2,AF44E60610A24DF59282C2C674BFEF91,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,22,1,9/12/2025 21:38,R_67jjL2sRwN6LpZv,anonymous,EN,-1,-1,-1,4,4,3,1,DD2B58C23A26454AB3066C12A0711798,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,52,1,9/12/2025 21:38,R_68G3RmXkPxbO6hV,anonymous,EN,0,-1,0,3,4,3,2,36218F9460F04768BD8084E958B83750,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,24,1,9/12/2025 21:38,R_7rZ9HCvRG1L10E2,anonymous,EN,1,1,1,5,5,5,1,E4B3665E9BD046558582828DD14E6B1E,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,35,1,9/12/2025 21:38,R_7P6st9CpySsSgPs,anonymous,EN,1,2,1,5,4,4,1,060CEBC49D44455DBA8D73C904E549EF,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,41,1,9/12/2025 21:38,R_6I6mP8S7guzB63p,anonymous,EN,2,2,2,4,4,3,1,3B2918D43F064EE3802519993EF8A39F,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,27,1,9/12/2025 21:38,R_72DNVuw1PO2nanT,anonymous,EN,0,0,0,3,3,3,2,E7D705D3283C4226AC9374888F595F6D,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,52,1,9/12/2025 21:38,R_632hwVFae53Fx2S,anonymous,EN,1,1,1,5,5,1,1,9D77BFB713434C959919E681D5AA3E24,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,35,1,9/12/2025 21:38,R_5FLjLKAZneucvvF,anonymous,EN,1,1,1,2,4,4,2,A501E73257344DE18AC567D2EFE9D38F,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,22,1,9/12/2025 21:38,R_1KQW4NOnm0kGRnX,anonymous,EN,1,0,0,2,3,3,1,F30605DB2CFF4AA59C99830428B038BE,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,32,1,9/12/2025 21:38,R_1EmHnS95WW65Uz7,anonymous,EN,1,1,1,3,3,3,1,232ABA8B0764487185E586B963DBD175,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,26,1,9/12/2025 21:38,R_7QXSkF6TdqQThzn,anonymous,EN,1,2,1,2,4,4,1,7837F092ABDB4696B653011B7481CCF5,0,NA
9/12/2025 21:38,9/12/2025 21:38,0,100,19,1,9/12/2025 21:38,R_6QYkcbxbYu9ltZj,anonymous,EN,-2,-2,-2,3,3,3,2,F6342F9406A142E19B2EB84816298270,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,37,1,9/12/2025 21:38,R_12QYWnlpZ23Zw9r,anonymous,EN,-1,-1,-1,3,3,3,1,BB217BA2F37E4035A2E869FF99532A54,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,35,1,9/12/2025 21:38,R_6GwOqtAFHbMovBh,anonymous,EN,1,1,1,5,4,4,1,5FDB677232AF44B4A671D229B597090B,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,38,1,9/12/2025 21:38,R_1fJspmeaTktzrlN,anonymous,EN,1,1,0,4,4,3,1,77EDCE8BEB15439F8FA887FA4A4E0CB2,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,41,1,9/12/2025 21:38,R_6HA00TW2RnVmxPq,anonymous,EN,-1,-1,-2,4,3,3,1,B5900B0808DD42ED83FC37F090CEEECA,1,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,71,1,9/12/2025 21:38,R_64xfPV2J7ZWbAkx,anonymous,EN,1,1,1,3,2,3,2,1EEAC5126F4245F29D95801E3E5A9272,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,44,1,9/12/2025 21:38,R_1ddmK7icu3OErDn,anonymous,EN,1,1,1,5,5,3,1,5F5FA3DD14AB4C82AE98BF5801FE4681,1,NA
9/12/2025 21:38,9/12/2025 21:38,0,100,27,1,9/12/2025 21:38,R_5FyWoR2E7GkQleC,anonymous,EN,-1,0,0,2,3,4,1,0DBA1CD91994459DB5F90E3264DA9AB5,0,NA
9/12/2025 21:37,9/12/2025 21:38,0,100,54,1,9/12/2025 21:38,R_6hBn6qEb768ssFj,anonymous,EN,2,1,1,2,4,3,2,ECAEFE5A63CA472C8E6CABBEFAC0539D,0,NA
9/12/2025 21:38,9/12/2025 21:38,0,100,30,1,9/12/2025 21:38,R_7PnF20Jgb9xsmzq,anonymous,EN,-1,-1,-1,4,3,4,1,FB2448DC030E4D64B1A64CAFA211A7A6,1,NA
9/12/2025 21:38,9/12/2025 21:38,0,100,31,1,9/12/2025 21:38,R_3fiVf3S87kAqbso,anonymous,EN,1,1,1,5,3,4,1,54F6CA3CBEDE42E2A4B39F4185667BCF,0,NA
9/12/2025 21:38,9/12/2025 21:38,0,100,29,1,9/12/2025 21:38,R_7ydRC2A9kPhSxZa,anonymous,EN,-1,-1,-1,4,3,2,1,467535A5E255478A97460136960AE30C,0,NA
9/12/2025 21:38,9/12/2025 21:38,0,100,26,1,9/12/2025 21:38,R_1j2kUp5WUSZiRbg,anonymous,EN,-1,-2,-2,3,4,2,1,1938D7A0E8B74512AC6DD8AEB952A725,0,NA
9/12/2025 21:38,9/12/2025 21:38,0,100,48,1,9/12/2025 21:38,R_7MFqAQOFEHWBh3d,anonymous,EN,1,1,0,5,4,3,1,D131981B7D924E8899300B16951030D8,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,45,1,9/12/2025 21:39,R_1NICgMoilrVmERH,anonymous,EN,-1,1,1,1,4,5,1,22F92A4DFA31446D905E086963AA36D4,1,NA
9/12/2025 21:37,9/12/2025 21:39,0,100,73,1,9/12/2025 21:39,R_1MnyMHHMzRqfYdP,anonymous,EN,1,1,1,4,5,5,1,8D7E51398FE7403A9C23F883FEE629A4,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,36,1,9/12/2025 21:39,R_1IrQjt4BmHR1uaO,anonymous,EN,0,1,1,3,3,3,2,8CC5D24EB74949559193E95B4A6A971E,0,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,41,1,9/12/2025 21:39,R_71MF27VdLoF2bNj,anonymous,EN,1,1,1,4,3,5,2,E0C738F22DFD4123B5CBA845211CC366,0,NA
9/12/2025 21:37,9/12/2025 21:39,0,100,92,1,9/12/2025 21:39,R_6JgXgEA6yIhLlUl,anonymous,EN,1,1,1,3,3,3,1,4951A9652A97404C92E474A6F8FD2306,0,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,56,1,9/12/2025 21:39,R_7KveueYhpBwKXcD,anonymous,EN,1,1,2,4,3,4,1,07F6CDA8ED48423E874BAE793DE79FB0,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,51,1,9/12/2025 21:39,R_7bJMPxnLJrqnThL,anonymous,EN,-1,-1,-1,2,3,3,1,4F518726980B49F2BB980181D52C1DDE,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,41,1,9/12/2025 21:39,R_7qsupi0KBfkUabq,anonymous,EN,2,2,1,3,5,5,1,8344B8C5451E4B6A8D0EB1E07DAB6163,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,66,1,9/12/2025 21:39,R_1n6NLcqM7x58Q5u,anonymous,EN,1,0,0,4,3,1,2,9D709204B836463C9C6FA66CDFEC1764,0,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,25,1,9/12/2025 21:39,R_6MoHm3db55AL2Rn,anonymous,EN,1,2,1,3,4,4,1,7AA37D89BF4649BEA781FA68BA6AE1D5,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,56,1,9/12/2025 21:39,R_1S92u6KdF3PEAWG,anonymous,EN,-1,-1,-1,3,4,4,1,B11AA4664534491FAF395D65DDFC0E84,0,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,31,1,9/12/2025 21:39,R_1RvD31l97CIZh13,anonymous,EN,-2,-2,-2,1,1,1,1,12076A45802B405BB00ABBFBB67729E0,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,45,1,9/12/2025 21:39,R_1MmTmjAsDth0OvV,anonymous,EN,0,0,-1,3,3,5,1,6DA6EDC1BEC94DAF8A827B6A535E48C3,1,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,32,1,9/12/2025 21:39,R_3uT9Hy4OT9eJxwR,anonymous,EN,1,1,1,4,4,2,1,44C7953EB1C74442A2B07740448629A3,1,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,53,1,9/12/2025 21:39,R_7nuLgMPo3waiiD7,anonymous,EN,-2,-2,-2,2,2,1,2,9FCA700FD35B4AC9A19A818C4CC7D057,0,NA
9/12/2025 21:38,9/12/2025 21:39,0,100,66,1,9/12/2025 21:39,R_5uPsNXIKV0avh2I,anonymous,EN,-2,-2,-2,4,3,2,2,0B7EA3BD810140FCA3ACD39A85FC2352,1,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,25,1,9/12/2025 21:39,R_7rermFZB0qmZVF8,anonymous,EN,-1,0,-1,4,2,4,1,6D87F2B153954ACC8A746A48872AE6B1,0,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,42,1,9/12/2025 21:39,R_5nOO2e7ZM7dG6w6,anonymous,EN,-1,1,0,3,3,3,1,D24D213E1AD04E419A21D896AF463BBA,1,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,39,1,9/12/2025 21:39,R_6dS7snr3rjID0vb,anonymous,EN,1,1,0,4,3,3,1,218D74FFB32A4C838A88C6019A69DE91,1,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,55,1,9/12/2025 21:39,R_3xCj9PTlUFwuaB3,anonymous,EN,1,1,1,2,4,5,2,EAE68B50BF554BB98887D33DA5649699,0,NA
9/12/2025 21:39,9/12/2025 21:39,0,100,42,1,9/12/2025 21:39,R_5fdp9dGqnOM32Cf,anonymous,EN,1,0,1,3,4,3,2,B8C332A22CDC4490857B5A753E5CEFE5,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,47,1,9/12/2025 21:40,R_60uS75rgYofRlIc,anonymous,EN,1,0,1,3,4,2,2,554BDE3767C84AF2875123A0CF05F93F,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,42,1,9/12/2025 21:40,R_7AIOlKJfHurEfL3,anonymous,EN,0,0,-1,4,2,2,1,AD8917AA8F984AC58297D9DE8437A53B,1,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,47,1,9/12/2025 21:40,R_6OWeff2QG7MC5Wr,anonymous,EN,-1,-1,-1,3,3,1,2,126288A90D6942B1BD6AF60887D265C8,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,79,1,9/12/2025 21:40,R_1xdqTHQiegbOF9v,anonymous,EN,2,1,0,5,5,4,1,55164443558F448B84B9393452B53167,0,NA
9/12/2025 21:40,9/12/2025 21:40,0,100,24,1,9/12/2025 21:40,R_1tyslhMZHKcAgex,anonymous,EN,1,1,1,1,4,4,1,460377C84D3544BBB6455F0B95CA7119,1,NA
9/12/2025 21:37,9/12/2025 21:40,0,100,198,1,9/12/2025 21:40,R_6uuOQDwlNvHSzlf,anonymous,EN,1,1,1,4,2,2,2,F274AA97815F47B3830C355BC4EE7BE9,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,48,1,9/12/2025 21:40,R_5c88rHQVhaLGXex,anonymous,EN,-1,-1,-2,2,3,2,1,B473D3A2EBFE40B49DC6F6AD49BD8365,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,46,1,9/12/2025 21:40,R_6pup8Xk37HpESPE,anonymous,EN,1,0,0,4,4,1,1,EC24DBE6E1BD427EB21D392A35955224,1,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,89,1,9/12/2025 21:40,R_3pLqCaYwCEA0OEF,anonymous,EN,1,1,1,3,4,3,1,20BBD8537EB741D0908AFFF0683DE8FA,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,51,1,9/12/2025 21:40,R_1Qr0iz5ZNXmfRqF,anonymous,EN,1,0,1,3,4,2,1,840C2E8902B042A4A305A4A7A17E8A0B,1,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,43,1,9/12/2025 21:40,R_60SPnFSBWNhZq0H,anonymous,EN,1,1,0,4,3,3,2,080C5341810B4EB5A1F4006E1424291D,0,NA
9/12/2025 21:40,9/12/2025 21:40,0,100,37,1,9/12/2025 21:40,R_1GroJB9kWkaaUTf,anonymous,EN,2,1,2,4,5,2,1,708F558790154727BB299AD112BBF140,1,NA
9/12/2025 21:38,9/12/2025 21:40,0,100,147,1,9/12/2025 21:40,R_1D2xNHZt2F1aDDu,anonymous,EN,0,0,0,1,3,1,1,3411B9294FDF4916AFB5B94FD439C954,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,73,1,9/12/2025 21:40,R_6NDkgj6VkjleZop,anonymous,EN,-1,-1,-1,4,4,4,2,D033CE056825486F978F8F9AA8414D6F,0,NA
9/12/2025 21:39,9/12/2025 21:40,0,100,52,1,9/12/2025 21:40,R_5oRg6aFMBTdaWur,anonymous,EN,1,1,1,5,5,3,1,6229CAB9B37748198D6BE87AA745B14F,1,NA
9/12/2025 21:40,9/12/2025 21:40,0,100,45,1,9/12/2025 21:40,R_75sIoiDkgVkooTl,anonymous,EN,-1,-1,-1,4,4,2,1,B0816C11EF7D49E887F8D5A820C01CAA,1,NA
9/12/2025 21:40,9/12/2025 21:40,0,100,53,1,9/12/2025 21:40,R_1CDKa087SfOGvyI,anonymous,EN,1,1,1,3,5,5,1,B75F7557D57144459561F904A6749205,1,NA
9/12/2025 21:40,9/12/2025 21:40,0,100,45,1,9/12/2025 21:41,R_3HBJSnrTk29FfYt,anonymous,EN,2,2,2,5,5,5,2,937393C33E48471F89017634B44839BC,1,NA
9/12/2025 21:39,9/12/2025 21:41,0,100,79,1,9/12/2025 21:41,R_1DNtxfSyBUgkQgG,anonymous,EN,1,1,1,2,4,4,1,13C07934492248F6AFD9373F32C6992B,0,NA
9/12/2025 21:39,9/12/2025 21:41,0,100,80,1,9/12/2025 21:41,R_1f3At1OvBNAJ8D4,anonymous,EN,1,1,1,2,4,4,1,8B5A533B4DAE49779A8FB33FC19D2AC3,1,NA
9/12/2025 21:40,9/12/2025 21:41,0,100,58,1,9/12/2025 21:41,R_3Q5UmPW5ADsriOG,anonymous,EN,1,1,0,4,4,3,1,757A0F561B334FA1880A22D268D6861B,1,NA
9/12/2025 21:40,9/12/2025 21:41,0,100,66,1,9/12/2025 21:41,R_1Cv8shgIVKAsK3v,anonymous,EN,1,1,1,3,4,5,1,8B03ECB66D804B37965AC5C6A5226B52,1,NA
9/12/2025 21:40,9/12/2025 21:41,0,100,26,1,9/12/2025 21:41,R_1MDlYSCZIra3KlR,anonymous,EN,1,1,1,2,5,3,1,5FFB8757456B4C0BA2615EBF53D6BB32,1,NA
9/12/2025 21:40,9/12/2025 21:41,0,100,53,1,9/12/2025 21:41,R_51L4RtlbccaEOM4,anonymous,EN,-1,-1,-2,2,2,3,2,C4C2CFA0EC8D47A7896C7F7F484ECB3C,0,NA
9/12/2025 21:40,9/12/2025 21:41,0,100,30,1,9/12/2025 21:41,R_5Lc2lNqKajtYS39,anonymous,EN,1,1,0,4,4,4,1,860367F0A6834CFAB9DAB9928E7C6108,1,NA
9/12/2025 21:40,9/12/2025 21:41,0,100,32,1,9/12/2025 21:41,R_1aBgTRzQOJN8oz7,anonymous,EN,1,1,1,4,4,2,1,A84491FD56F94C5C97FB801DFEFABBAD,1,NA
9/12/2025 21:41,9/12/2025 21:41,0,100,26,1,9/12/2025 21:41,R_62TdOaJ4F5RtGRb,anonymous,EN,-1,-1,-1,2,2,5,2,79A6CA4A11904E1A92F92385D609E206,1,NA
9/12/2025 21:40,9/12/2025 21:41,0,100,68,1,9/12/2025 21:41,R_5p4roplWDqCKifT,anonymous,EN,1,2,2,1,5,3,1,D97AC09DC37641E181B59192611BB132,1,NA
9/12/2025 21:41,9/12/2025 21:41,0,100,28,1,9/12/2025 21:41,R_6OCZu1Jgu3bhtmE,anonymous,EN,1,2,1,4,4,5,2,AD780FCAC1644177A2FE5F0AB3262F7C,0,NA
