StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,EasierOrHarder,ProjectChoice,Wager_1,AttImport_MV,AttImport_SA,AttImport_MS,AttImport_NC,BecameConfident,NotEnoughRound,CouldPredict,AttribUseful,AttribDiff,SubjSlope,turkid,condid,bonusearned
24/9/2019 21:50,24/9/2019 21:54,0,100,214,1,24/9/2019 21:54,R_x9EgwSb5ydQ1dPX,7,2,10,5,5,5,4,7,3,7,7,7,7,A14KUBNRAVZU43,2,30
24/9/2019 21:53,24/9/2019 21:54,0,100,79,1,24/9/2019 21:54,R_2cnNoR4ZAQ9H64V,2,0,10,5,2,3,3,2,4,2,2,2,5,AM2KK02JXXW48,0,30
24/9/2019 21:51,24/9/2019 21:54,0,100,176,1,24/9/2019 21:54,R_1dyTbzuYJEcCMUU,3,1,2,2,2,5,5,4,2,5,5,5,6,A222R4PNCF08OF,2,14
24/9/2019 21:53,24/9/2019 21:54,0,100,85,1,24/9/2019 21:54,R_3fV07lHZOKTe3re,3,1,10,2,2,4,4,5,3,3,5,6,5,AS4E902OXUO5Z,0,30
24/9/2019 21:52,24/9/2019 21:54,0,100,148,1,24/9/2019 21:54,R_1mzqdKHetXNEgyr,7,1,10,5,5,4,2,7,1,7,7,7,7,A2ZQCHONMAJZF,2,30
24/9/2019 21:53,24/9/2019 21:54,0,100,102,1,24/9/2019 21:54,R_1MNjfhzcgvNeoKc,3,0,10,2,3,4,3,6,5,5,5,6,3,A20MOTHAE8JNVU,0,30
24/9/2019 21:52,24/9/2019 21:55,0,100,140,1,24/9/2019 21:55,R_3s6aLepDtssKWyn,6,1,10,3,2,3,3,7,1,7,7,6,7,A2871R3LEPWMMK,2,30
24/9/2019 21:52,24/9/2019 21:55,0,100,130,1,24/9/2019 21:55,R_3EYd7KsCK8ZXR8s,3,1,5,3,2,5,2,5,3,4,4,6,4,A38RNGF4CCP1XI,0,20
24/9/2019 21:53,24/9/2019 21:55,0,100,106,1,24/9/2019 21:55,R_WkXMMaO5qogs60F,4,1,3,3,1,5,5,6,2,6,6,6,7,A3NI1W4JCNFBJ7,2,16
24/9/2019 21:54,24/9/2019 21:55,0,100,54,1,24/9/2019 21:55,R_2OI1mu2B5KU8G8R,7,2,10,1,1,5,5,6,1,7,6,7,7,A2WZ71TT9AJPV,2,30
24/9/2019 21:53,24/9/2019 21:55,0,100,110,1,24/9/2019 21:55,R_27kbnFSEqhdwfZC,4,2,5,2,3,3,4,5,5,4,5,5,6,A1DXH9HLH4NXSX,2,20
24/9/2019 21:53,24/9/2019 21:55,0,100,120,1,24/9/2019 21:55,R_2TQTULBZR3qaZGs,3,1,5,2,3,3,3,5,5,3,5,5,4,A1CY7IOJ9YH136,0,20
24/9/2019 21:55,24/9/2019 21:56,0,100,48,1,24/9/2019 21:56,R_2VBAJe7dR0k4vtM,5,1,4,3,3,3,3,7,1,6,7,7,7,AWTGJ45ZWUCHH,2,18
24/9/2019 21:54,24/9/2019 21:56,0,100,72,1,24/9/2019 21:56,R_3KOZW9W9bmI0QTn,2,0,10,4,2,3,3,3,5,5,3,5,5,A14EYTLSMJRPUK,0,30
24/9/2019 21:53,24/9/2019 21:56,0,100,148,1,24/9/2019 21:56,R_yWPG6fA0ico4z61,6,1,10,3,3,3,3,7,1,7,7,7,3,A2LVCS009DMEAT,2,30
24/9/2019 21:55,24/9/2019 21:56,0,100,64,1,24/9/2019 21:56,R_1H7ZzbULOqBUpou,5,2,10,4,5,3,2,6,3,6,6,7,6,A2CJYS92WX7HN6,0,30
24/9/2019 21:54,24/9/2019 21:56,0,100,86,1,24/9/2019 21:56,R_11hacgokwGwfsxu,5,2,4,2,4,5,2,3,2,5,5,6,3,A2MSVKXC1F3WIU,2,18
24/9/2019 21:54,24/9/2019 21:56,0,100,136,1,24/9/2019 21:56,R_AsVilY2r5Nj4gyR,4,1,0,3,1,4,4,5,3,5,5,6,6,A30RAYNDOWQ61S,2,10
24/9/2019 21:56,24/9/2019 21:56,0,100,45,1,24/9/2019 21:56,R_2TOfCaWYexn7tCE,3,0,5,5,2,3,4,5,3,5,4,6,4,A320QA9HJFUOZO,0,20
24/9/2019 21:55,24/9/2019 21:56,0,100,76,1,24/9/2019 21:56,R_wSIvGHmAVdvTrO1,6,1,8,4,5,5,4,7,6,6,6,7,6,A37CNLYELZKAJ0,0,26
24/9/2019 21:55,24/9/2019 21:57,0,100,114,1,24/9/2019 21:57,R_1FxFGQKPodl1u2Y,7,0,3,5,5,5,5,7,1,7,7,7,7,A36RO2EK1P2G3W,2,16
24/9/2019 21:55,24/9/2019 21:57,0,100,81,1,24/9/2019 21:57,R_3p3xQA0ecTwEfl5,5,1,0,3,3,4,4,5,2,5,5,5,5,AFCMHQWCV6N02,2,10
24/9/2019 21:56,24/9/2019 21:57,0,100,86,1,24/9/2019 21:57,R_3jZj24O6u4icGnQ,4,2,10,3,5,5,5,6,2,6,5,7,3,A25R2OI9L2Q1OW,0,30
24/9/2019 21:56,24/9/2019 21:57,0,100,79,1,24/9/2019 21:57,R_2aE3LpKMR3SGkUZ,4,1,10,3,3,3,3,6,1,6,6,6,4,AZ69TBTDH7AZS,2,30
24/9/2019 21:56,24/9/2019 21:57,0,100,66,1,24/9/2019 21:57,R_SI7srOvdsGJDHZn,4,0,10,4,1,1,1,2,6,2,2,4,5,AURYD2FH3FUOQ,2,30
24/9/2019 21:50,24/9/2019 21:57,0,100,426,1,24/9/2019 21:57,R_2PieinrV5ceH4cR,5,2,10,4,3,4,4,6,1,5,6,6,7,A3I4PK485Z5QP9,2,30
24/9/2019 21:56,24/9/2019 21:58,0,100,94,1,24/9/2019 21:58,R_UyhyTh8wJOT1uTL,7,1,3,4,4,5,5,7,1,7,6,7,7,A2FOUSWQDYHIE0,2,16
24/9/2019 21:56,24/9/2019 21:58,0,100,99,1,24/9/2019 21:58,R_3iPQglsiv7WjBc4,4,2,10,2,1,3,4,5,3,5,5,6,6,A10E5MI9D5XEUQ,2,30
24/9/2019 21:56,24/9/2019 21:58,0,100,88,1,24/9/2019 21:58,R_2cehwTsnOVaQNN7,2,2,1,2,2,3,3,5,6,4,4,5,5,A3V9JFVZQ2XF4Y,0,12
24/9/2019 21:56,24/9/2019 21:58,0,100,93,1,24/9/2019 21:58,R_vGCZfWVOIbFFSzD,5,1,2,3,2,4,4,4,2,4,5,5,3,A1TUQV9C5GN7AM,0,14
24/9/2019 21:55,24/9/2019 21:58,0,100,195,1,24/9/2019 21:58,R_cU7V1sDiWV7gfsd,6,1,5,2,2,5,5,5,3,6,5,6,5,A3NM3GAVMJEI3J,0,20
24/9/2019 21:55,24/9/2019 21:58,0,100,194,1,24/9/2019 21:58,R_25WJcu2ujjx6xuL,4,0,10,4,3,4,3,5,3,5,6,6,3,A15FXHC1CVNW31,0,30
24/9/2019 21:58,24/9/2019 21:58,0,100,36,1,24/9/2019 21:58,R_31KtaAIFuaQccPS,5,1,10,3,2,5,5,6,1,7,6,7,6,AEF74ZYJTTEIA,2,30
24/9/2019 21:53,24/9/2019 21:59,0,100,345,1,24/9/2019 21:59,R_2bWByidyz1Y78hr,3,2,10,4,2,2,4,5,6,5,3,6,3,A10AVWALIHR4UQ,0,30
24/9/2019 21:57,24/9/2019 21:59,0,100,91,1,24/9/2019 21:59,R_33fYSkGIhUqllAs,6,2,10,4,3,3,4,4,4,7,6,6,2,A1VR1XQEQQXYUE,2,30
24/9/2019 21:57,24/9/2019 21:59,0,100,94,1,24/9/2019 21:59,R_1mWyP3vUzl2urrP,6,2,9,1,1,1,1,7,1,7,4,4,7,AMV1E7FFPVAW4,2,28
24/9/2019 21:58,24/9/2019 21:59,0,100,57,1,24/9/2019 21:59,R_2pMFK9daV48Ggjq,6,1,6,4,3,4,4,5,5,6,5,6,7,A27V516DIK3SFW,0,22
24/9/2019 21:58,24/9/2019 21:59,0,100,71,1,24/9/2019 21:59,R_1daFw4vIQVI7M5Y,5,2,10,2,4,3,3,5,4,5,5,6,5,A6WYBPPG8Y2Q4,0,30
24/9/2019 21:57,24/9/2019 21:59,0,100,157,1,24/9/2019 21:59,R_27x4ODga1s9ztuK,2,1,10,4,2,4,1,5,6,5,4,6,2,A6WXIKRYMXNIN,0,30
24/9/2019 21:59,24/9/2019 22:01,0,100,126,1,24/9/2019 22:01,R_2aW8b7eMPfupexh,4,1,10,4,4,4,4,5,4,5,5,5,5,A3C2X1L5PVNNLV,2,30
24/9/2019 22:00,24/9/2019 22:01,0,100,86,1,24/9/2019 22:01,R_su7Vy1qa2GvNsu5,2,0,5,2,3,3,4,5,4,5,5,7,6,ANCCKNF1DKRZO,0,20
24/9/2019 22:01,24/9/2019 22:02,0,100,51,1,24/9/2019 22:02,R_2qqv059H9THNNaV,7,2,6,5,3,3,4,5,2,5,5,5,4,A1X84T4EFW04GZ,2,22
24/9/2019 22:00,24/9/2019 22:02,0,100,135,1,24/9/2019 22:02,R_9nMRm3z23aNoRMt,5,1,0,1,2,2,3,3,5,3,4,6,2,AEPITKAWZ6FCT,0,10
24/9/2019 22:01,24/9/2019 22:02,0,100,113,1,24/9/2019 22:02,R_3QM1X1i6baCGniF,5,1,10,2,1,4,4,5,4,4,4,4,4,A2OW2CIT4H7364,0,30
24/9/2019 22:02,24/9/2019 22:02,0,100,56,1,24/9/2019 22:02,R_2fwmNplHvB7b2Ix,6,0,10,4,5,5,4,7,5,6,6,5,6,A18G2CLYSTENK,2,30
24/9/2019 22:01,24/9/2019 22:03,0,100,137,1,24/9/2019 22:03,R_31vznpC4YFmaM0A,4,0,8,4,3,5,4,5,4,5,6,6,6,A11Q8U6QTT8KGF,0,26
24/9/2019 22:01,24/9/2019 22:03,0,100,98,1,24/9/2019 22:03,R_1ghx51cfP1GGmk2,3,1,6,1,2,3,3,5,7,3,3,5,6,A3GVUYY3TWRPZT,0,22
24/9/2019 22:02,24/9/2019 22:04,0,100,81,1,24/9/2019 22:04,R_3h3yuEcXhh321i6,5,2,10,2,2,4,5,6,2,6,6,7,7,A2TGRGIEIE5FAL,2,30
24/9/2019 22:02,24/9/2019 22:04,0,100,78,1,24/9/2019 22:04,R_24iSOpTNX0ZGtEp,4,1,10,3,2,4,4,6,3,6,6,6,6,A3UDUHUVFKD833,2,30
24/9/2019 22:03,24/9/2019 22:04,0,100,62,1,24/9/2019 22:04,R_1ovtHsmkOiH9pIf,6,0,2,2,1,2,3,7,1,6,6,6,7,AUR5KDE75HSZ9,2,14
24/9/2019 22:03,24/9/2019 22:04,0,100,66,1,24/9/2019 22:04,R_2alDIJakXpMkmRy,5,2,10,4,2,4,5,6,2,6,6,6,6,A3FYWUZK52IC2J,2,30
24/9/2019 22:05,24/9/2019 22:05,0,100,41,1,24/9/2019 22:05,R_2rTpTNvugT70LRB,3,1,4,3,3,4,4,4,3,4,4,4,4,A27PINUYH0XHRB,0,18
24/9/2019 22:05,24/9/2019 22:05,0,100,48,1,24/9/2019 22:05,R_3nkhMOT1U80y6V2,6,2,6,2,4,3,4,6,3,6,6,6,6,AXQKGVWRFYMM,2,22
24/9/2019 22:04,24/9/2019 22:06,0,100,90,1,24/9/2019 22:06,R_2qaYgvU3XelB7mU,4,2,10,2,4,4,2,6,4,5,5,7,7,AUFUUD4WG9CVO,2,30
24/9/2019 22:04,24/9/2019 22:08,0,100,217,1,24/9/2019 22:08,R_cDdaox9nxbZXXWh,6,0,7,4,5,5,4,5,6,6,6,7,6,ALHS0TDN03O9K,0,24
24/9/2019 22:08,24/9/2019 22:09,0,100,84,1,24/9/2019 22:09,R_1Q9QgK3gK8Kfq1B,7,0,7,5,4,5,4,7,6,6,6,7,7,A3N90E4Y3JUPOJ,0,24
24/9/2019 22:09,24/9/2019 22:10,0,100,59,1,24/9/2019 22:10,R_yrRbUVsbwaqLvep,2,2,10,2,2,4,4,3,5,2,4,5,3,A1601UNFFAAQOI,0,30
24/9/2019 22:09,24/9/2019 22:10,0,100,85,1,24/9/2019 22:10,R_3rfWDqfXV4l74Nr,6,1,10,3,2,5,5,7,1,7,7,7,7,A1FNNL4YJGBU8U,2,30
24/9/2019 22:09,24/9/2019 22:11,0,100,116,1,24/9/2019 22:11,R_2WO3FV806YahUIH,5,1,10,4,2,5,3,6,2,6,6,7,7,A1MFQBQRNANOD6,2,30
24/9/2019 22:09,24/9/2019 22:11,0,100,104,1,24/9/2019 22:11,R_enEN45w4M6vmZZD,5,2,10,3,3,4,4,5,3,5,5,5,5,A9R6JERXUUK6V,2,30
24/9/2019 22:16,24/9/2019 22:17,0,100,48,1,24/9/2019 22:17,R_TtL10awIHjPRYTT,5,0,10,3,3,3,3,4,5,4,4,3,3,A3F7L0TIE1QEWW,2,30
24/9/2019 22:36,24/9/2019 22:37,0,100,37,1,24/9/2019 22:37,R_31iKv1D2Pc4yZGq,5,2,10,5,4,3,4,3,5,4,4,6,5,A3OWH1915QYNLE,-2,30
24/9/2019 22:37,24/9/2019 22:38,0,100,71,1,24/9/2019 22:38,R_3rHc7M7s4gXj1HZ,3,1,5,4,2,4,5,3,4,3,3,5,2,A2M7RO9U5CJX9G,-2,20
24/9/2019 22:37,24/9/2019 22:38,0,100,69,1,24/9/2019 22:38,R_3O1GmRzlA3vBQle,1,1,10,3,5,2,2,7,1,7,7,7,7,A1SX9DT3XHX845,0,30
24/9/2019 22:37,24/9/2019 22:39,0,100,82,1,24/9/2019 22:39,R_vNb5iMT0GOkq2Up,5,1,7,3,3,4,4,5,4,5,6,5,5,A22KYUSPCMWIKR,-2,24
24/9/2019 22:38,24/9/2019 22:39,0,100,62,1,24/9/2019 22:39,R_sCncmaprLkWNDot,3,0,7,4,3,5,2,3,7,4,3,5,3,A13T5R3LI8ANLN,-2,24
24/9/2019 22:38,24/9/2019 22:39,0,100,51,1,24/9/2019 22:39,R_3stfYvB25WEnrIg,3,2,10,3,4,4,3,5,3,6,6,6,5,A3TP06ZKSDOPAO,0,30
24/9/2019 22:38,24/9/2019 22:39,0,100,65,1,24/9/2019 22:39,R_31XGA6lweLbjxAy,2,1,5,3,3,4,3,2,6,2,2,4,2,AVTLWWC78O2VW,-2,20
24/9/2019 22:39,24/9/2019 22:39,0,100,36,1,24/9/2019 22:39,R_3EmARxSsDVsnJWh,4,1,5,2,3,5,3,4,4,3,3,4,4,A2JI88OO9BS59Y,-2,20
24/9/2019 22:39,24/9/2019 22:40,0,100,53,1,24/9/2019 22:40,R_3yYV9B97TZAfMOt,3,1,5,2,1,1,2,3,5,3,3,5,3,A1EN3FW93BSXQQ,-2,20
24/9/2019 22:39,24/9/2019 22:40,0,100,49,1,24/9/2019 22:40,R_265RpEQ8zkobY0F,4,2,10,2,1,4,3,5,2,6,6,5,4,AREQ43Q0T8ENT,-2,30
24/9/2019 22:39,24/9/2019 22:40,0,100,73,1,24/9/2019 22:40,R_3CZ9FgRySI3wk4y,6,0,8,4,2,4,2,5,6,7,6,5,6,AXKVHJHF1EOVT,-2,26
24/9/2019 22:38,24/9/2019 22:40,0,100,92,1,24/9/2019 22:40,R_2E6P73yIscNRsDq,3,2,2,3,4,4,3,2,6,2,3,4,1,A16KPD0UW2OPBA,-2,14
24/9/2019 22:39,24/9/2019 22:40,0,100,77,1,24/9/2019 22:40,R_u3LWgU9z5J5zfjP,5,2,10,4,4,4,4,5,1,6,6,6,6,A2F4MWYA2LEFNL,-2,30
24/9/2019 22:39,24/9/2019 22:40,0,100,78,1,24/9/2019 22:40,R_27r0sdgbmYpOgvm,2,1,5,4,3,4,3,4,3,4,5,5,3,A1F1TBDHPYAAXT,-2,20
24/9/2019 22:39,24/9/2019 22:40,0,100,67,1,24/9/2019 22:40,R_28AqGG6gyDiUfsX,2,1,4,3,4,3,4,1,5,2,5,5,1,A39TKU289CXWRN,-2,18
24/9/2019 22:39,24/9/2019 22:41,0,100,76,1,24/9/2019 22:41,R_1LNYxtZkCSIvR1N,2,1,5,2,1,3,3,2,6,1,2,3,1,A20IKZ082TZP6P,-2,20
24/9/2019 22:39,24/9/2019 22:41,0,100,83,1,24/9/2019 22:41,R_1OkK2rm1HHKJSZn,1,1,10,2,2,2,3,1,7,1,1,1,1,A15IINKXSMD98T,-2,30
24/9/2019 22:39,24/9/2019 22:41,0,100,102,1,24/9/2019 22:41,R_p9Hmp4GsDnsDA1H,1,2,10,2,3,4,5,2,7,2,3,5,1,A1561P9VVA3C1C,-2,30
24/9/2019 22:39,24/9/2019 22:41,0,100,105,1,24/9/2019 22:41,R_2aCDnq43iACP3sr,1,1,5,2,1,1,2,1,6,1,2,4,1,A2YQ46ZDZFE3Q2,-2,20
24/9/2019 22:40,24/9/2019 22:41,0,100,63,1,24/9/2019 22:41,R_3E6EAGLLfWr8K53,3,2,3,2,2,4,4,5,3,5,5,5,4,A1QUQ0TV9KVD4C,-2,16
24/9/2019 22:40,24/9/2019 22:41,0,100,81,1,24/9/2019 22:41,R_1Id7iMoeCEiWViu,4,2,7,3,3,5,3,6,3,3,6,6,5,AYD2LKV6C5F2S,0,24
24/9/2019 22:40,24/9/2019 22:41,0,100,59,1,24/9/2019 22:41,R_2qr4b4BHiHaL1wT,2,1,5,3,2,4,3,3,6,4,4,5,4,A1OIBI3PWS4R5K,-2,20
24/9/2019 22:40,24/9/2019 22:42,0,100,93,1,24/9/2019 22:42,R_sBt1JQW4IDQLN2V,1,1,1,3,2,3,4,3,5,3,4,5,2,A1HKB73TUJ5Z42,-2,12
24/9/2019 22:40,24/9/2019 22:42,0,100,98,1,24/9/2019 22:42,R_3iRpjpHNMePdCql,3,0,1,1,2,1,4,2,6,3,3,5,4,A3FF1VSY7QIDWB,0,12
24/9/2019 22:41,24/9/2019 22:42,0,100,47,1,24/9/2019 22:42,R_yw01nuNm0G4mob7,7,1,4,5,4,3,4,7,6,5,7,6,5,A3BD0DFREQX0D4,-2,18
24/9/2019 22:40,24/9/2019 22:42,0,100,104,1,24/9/2019 22:42,R_OBSrSMSWmCDy54R,1,1,0,1,1,1,1,1,6,1,1,1,1,A2B4NOB02ERQCL,-2,10
24/9/2019 22:41,24/9/2019 22:42,0,100,31,1,24/9/2019 22:42,R_qCUWgsYFhDvffIB,6,1,9,3,4,3,4,4,5,6,5,4,3,A196CIBUA1CNOF,-2,28
24/9/2019 22:41,24/9/2019 22:42,0,100,77,1,24/9/2019 22:42,R_1jYZPBfUJbYfXBZ,2,2,10,5,2,4,5,5,3,5,5,5,4,A8RAYYZKGDBQD,0,30
24/9/2019 22:40,24/9/2019 22:42,0,100,91,1,24/9/2019 22:42,R_TjCNyrf9utGG1b3,6,2,5,5,3,4,5,7,7,5,6,7,5,A31QV64WJM0M4G,-2,20
24/9/2019 22:40,24/9/2019 22:42,0,100,106,1,24/9/2019 22:42,R_1nOp8lUSApuaXFe,2,1,0,2,1,3,2,4,5,3,4,5,3,A1QSN98P7DOIPR,-2,10
24/9/2019 22:41,24/9/2019 22:42,0,100,67,1,24/9/2019 22:42,R_3MPx858XVArqHX8,2,0,10,1,1,1,1,1,4,1,1,1,1,A2IFRY1FU6PYDU,-2,30
24/9/2019 22:41,24/9/2019 22:42,0,100,81,1,24/9/2019 22:42,R_1mszvntXYjrP08n,2,1,5,2,3,4,4,3,4,3,4,5,3,A1SMT4I1ESNON1,-2,20
24/9/2019 22:41,24/9/2019 22:42,0,100,91,1,24/9/2019 22:42,R_2z61ny36NLkpEXq,2,1,3,3,4,3,5,1,6,4,4,6,1,A3SH7B3UK915FC,-2,16
24/9/2019 22:41,24/9/2019 22:43,0,100,94,1,24/9/2019 22:43,R_1pXP9TR5MXvtPQ6,4,1,1,2,3,3,3,4,5,4,4,6,2,A38HV76MWKK0EY,-2,12
24/9/2019 22:42,24/9/2019 22:43,0,100,61,1,24/9/2019 22:43,R_1fjS8JZIDT3PxNi,6,1,8,4,3,5,4,6,5,6,5,6,7,A3I5B4U5PCHX18,-2,26
24/9/2019 22:41,24/9/2019 22:43,0,100,113,1,24/9/2019 22:43,R_21dlgdaxzoS45SQ,2,1,10,1,2,5,4,4,6,4,4,6,5,ARCCEMO6PIE44,0,30
24/9/2019 22:41,24/9/2019 22:43,0,100,115,1,24/9/2019 22:43,R_u3Apdo9gKVYVHm9,3,2,6,3,3,3,3,6,5,4,4,5,4,A6AB1O0UYB7PI,-2,22
24/9/2019 22:41,24/9/2019 22:43,0,100,136,1,24/9/2019 22:43,R_2mHYOiY7dC5AJep,6,1,10,4,2,4,2,6,2,6,6,4,5,A311A0TCGNTFKK,0,30
24/9/2019 22:41,24/9/2019 22:43,0,100,113,1,24/9/2019 22:43,R_XFZC2FxDFwMOfJf,2,2,10,3,4,3,2,3,6,3,3,5,1,A27CEAL8PWSAG5,-2,30
24/9/2019 22:41,24/9/2019 22:43,0,100,138,1,24/9/2019 22:43,R_1ieY6JHttMfl3dm,4,2,10,4,2,5,5,5,4,5,5,7,4,A12ZO39VZ879ZS,-2,30
24/9/2019 22:42,24/9/2019 22:43,0,100,81,1,24/9/2019 22:43,R_1dKqa67TN8qZKV7,1,1,0,3,2,3,3,2,7,2,4,4,5,A2852RLME6S2IX,0,10
24/9/2019 22:42,24/9/2019 22:43,0,100,102,1,24/9/2019 22:43,R_1kGICJH3wWpPWr0,5,1,10,2,2,1,3,5,3,5,5,5,5,AWKUOA7M4P8YI,-2,30
24/9/2019 22:42,24/9/2019 22:43,0,100,88,1,24/9/2019 22:44,R_3Do1yOb5fTObhqQ,5,1,7,4,5,4,4,6,5,6,6,7,6,A2PZI2K946IGG1,0,24
24/9/2019 22:41,24/9/2019 22:44,0,100,159,1,24/9/2019 22:44,R_3JmJ9QYobSj5tWX,3,0,10,2,3,4,4,5,6,5,5,6,2,AOSO1D81K0ET0,-2,30
24/9/2019 22:42,24/9/2019 22:44,0,100,108,1,24/9/2019 22:44,R_10OT7JFUehnouPQ,5,0,0,3,2,4,4,4,3,4,5,6,4,A2BGRGVU9HG0C6,0,10
24/9/2019 22:42,24/9/2019 22:44,0,100,102,1,24/9/2019 22:44,R_31u3xRS69RqfJal,2,0,8,2,2,4,3,2,4,2,3,4,5,A23UO8033OFMJ5,-2,26
24/9/2019 22:39,24/9/2019 22:44,0,100,299,1,24/9/2019 22:44,R_2cbyibY2aVRbgmW,4,0,0,4,3,4,2,3,5,3,3,3,2,A21P1T8EW4NHOU,-2,10
24/9/2019 22:43,24/9/2019 22:45,0,100,102,1,24/9/2019 22:45,R_234zFZykyLTTyln,3,1,2,3,2,4,3,2,3,5,3,6,2,ABNJUVNHFVINU,-2,14
24/9/2019 22:43,24/9/2019 22:45,0,100,140,1,24/9/2019 22:45,R_3gLNEXXnu2sqBzm,7,0,0,5,5,2,5,7,1,7,7,7,1,AGNEWBU7179GY,-2,10
24/9/2019 22:43,24/9/2019 22:45,0,100,88,1,24/9/2019 22:45,R_3PYJ6Nj8JsKbjWQ,2,2,10,2,2,4,4,6,3,5,5,6,3,A2R89RXGEVG05I,0,30
24/9/2019 22:43,24/9/2019 22:45,0,100,139,1,24/9/2019 22:45,R_ZE7F1SdUqTVPvON,6,1,9,4,3,4,5,6,5,7,7,6,6,A1G623UHUNM2QV,-2,28
24/9/2019 22:44,24/9/2019 22:45,0,100,63,1,24/9/2019 22:45,R_2dnloF9J5DvvXiv,4,1,5,1,1,1,1,4,3,3,3,4,3,A217MHGDI5UYE1,-2,20
24/9/2019 22:44,24/9/2019 22:45,0,100,40,1,24/9/2019 22:45,R_293OENHBq3Lg0Wz,3,1,3,3,2,4,3,4,2,6,6,3,2,A2QSVBUPZQ9USZ,0,16
24/9/2019 22:44,24/9/2019 22:45,0,100,88,1,24/9/2019 22:45,R_7Vh7YesCFNe98PL,2,1,5,3,2,4,4,2,6,3,4,5,2,ACHZV6EH3HWTZ,-2,20
24/9/2019 22:43,24/9/2019 22:46,0,100,152,1,24/9/2019 22:46,R_24HhRAzG7NWDQVK,3,1,2,3,2,4,4,5,4,4,5,5,6,AHRVVI0K5WSD4,-2,14
24/9/2019 22:43,24/9/2019 22:46,0,100,176,1,24/9/2019 22:46,R_27IR91YOJQAWrDw,4,0,10,3,3,4,4,5,3,5,6,6,2,ALK8GA6GSXQMQ,-2,30
24/9/2019 22:43,24/9/2019 22:46,0,100,192,1,24/9/2019 22:46,R_0qxwbhjkZD9Jyud,3,2,10,4,4,4,4,5,4,5,5,4,5,A2DWDTU1KVNISP,0,30
24/9/2019 22:40,24/9/2019 22:47,0,100,407,1,24/9/2019 22:47,R_0qFoLLuygKrMyml,2,2,5,3,4,2,3,1,5,5,3,5,2,A2287HLNN9EZ56,-2,20
24/9/2019 22:45,24/9/2019 22:47,0,100,154,1,24/9/2019 22:47,R_CaiC8DFUlesBCzT,4,0,5,4,2,1,2,5,5,6,5,5,3,A1Q8V9050IW4XG,0,20
24/9/2019 22:46,24/9/2019 22:48,0,100,98,1,24/9/2019 22:48,R_1lglA6c27egEp2a,5,0,4,5,4,3,3,5,6,7,6,7,7,A8YPUBQ0NP4VM,-2,18
24/9/2019 22:46,24/9/2019 22:48,0,100,107,1,24/9/2019 22:48,R_2AZPQbutLT6CWpR,5,1,10,4,2,5,5,7,1,6,6,6,2,A15ZDMEVJL3NFQ,-2,30
24/9/2019 22:47,24/9/2019 22:49,0,100,88,1,24/9/2019 22:49,R_3MF4Eo541bBXgmO,3,1,0,3,3,4,4,5,4,5,5,5,5,A2CJY4787IR70K,0,10
24/9/2019 22:48,24/9/2019 22:49,0,100,67,1,24/9/2019 22:49,R_AuJyRe1GzLHj917,6,1,7,2,3,4,4,6,2,6,6,7,6,A1BIENE9M8DX6H,0,24
24/9/2019 22:47,24/9/2019 22:49,0,100,95,1,24/9/2019 22:49,R_xybItA795Gqt0d3,5,1,9,3,4,5,5,5,6,4,5,6,5,A2SW0Q0WFUEQ7W,-2,28
24/9/2019 22:48,24/9/2019 22:50,0,100,127,1,24/9/2019 22:50,R_1QhlEohrtDhQukY,1,2,0,1,2,1,1,1,7,1,1,2,1,A2HHGI5CNSS5PD,-2,10
24/9/2019 22:48,24/9/2019 22:50,0,100,96,1,24/9/2019 22:50,R_3prMES34J21VY8f,1,0,0,1,1,1,1,1,2,1,1,1,1,A16ANYLVNPKCVG,-2,10
24/9/2019 22:48,24/9/2019 22:51,0,100,148,1,24/9/2019 22:51,R_1JKI88IeIFeLjn0,1,1,5,3,1,3,3,1,6,1,1,4,2,A1HM2VBI4T638R,0,20
24/9/2019 22:49,24/9/2019 22:51,0,100,115,1,24/9/2019 22:51,R_2wbGfuQ1ePVIbfS,4,1,10,5,4,1,3,6,6,6,6,6,2,A3CH1Z6J9R38G9,-2,30
24/9/2019 22:49,24/9/2019 22:51,0,100,147,1,24/9/2019 22:51,R_2dEyV7sNsiFOtv1,2,2,1,1,1,1,1,2,3,2,2,3,3,A1A80US3LE1YGS,-2,12
24/9/2019 22:50,24/9/2019 22:52,0,100,133,1,24/9/2019 22:52,R_3F3TGAC6ASRP4gd,1,2,0,2,2,2,2,1,6,2,2,2,1,A1VL7507UONPX0,-2,10
24/9/2019 22:52,24/9/2019 22:53,0,100,33,1,24/9/2019 22:53,R_2rJ97qRwHbMF472,6,1,9,3,4,2,4,4,5,6,5,4,3,A1JWNGQFNYSCQC,-2,28
24/9/2019 22:52,24/9/2019 22:53,0,100,70,1,24/9/2019 22:53,R_9zCxHBcy6R6aHnP,2,2,10,3,2,3,3,2,6,2,2,2,1,A1KGCOR8OXYR72,-2,30
24/9/2019 22:53,24/9/2019 22:53,0,100,30,1,24/9/2019 22:53,R_u2CGiNHak7lfC3n,5,1,5,3,3,4,3,4,5,3,4,5,4,A230GPTWWF3SE7,-2,20
24/9/2019 22:52,24/9/2019 22:53,0,100,90,1,24/9/2019 22:53,R_1ISfhZe0ph3OHRL,3,1,5,2,1,4,5,5,2,3,5,6,7,A2CLGYPCKVH59J,0,20
